🔄 GitHub GraphQL processing started: 0/1030 repositories (progress every 100)
🔄 GitHub GraphQL processing: 0/1030 repositories processed
🔄 GitHub GraphQL progress: 100/1030 (total_cost=99 avg_cost=1.00 remaining=4670 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 200/1030 (total_cost=198 avg_cost=1.00 remaining=4562 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 300/1030 (total_cost=296 avg_cost=1.00 remaining=4452 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 400/1030 (total_cost=396 avg_cost=1.00 remaining=4360 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 500/1030 (total_cost=496 avg_cost=1.00 remaining=4257 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 600/1030 (total_cost=595 avg_cost=1.00 remaining=4161 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 700/1030 (total_cost=695 avg_cost=1.00 remaining=4058 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 800/1030 (total_cost=793 avg_cost=1.00 remaining=3963 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 900/1030 (total_cost=893 avg_cost=1.00 remaining=3860 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 1000/1030 (total_cost=991 avg_cost=1.00 remaining=3761 reset=00:35 UTC)
🔄 GitHub GraphQL progress: 1030/1030 (total_cost=1021 avg_cost=1.00 remaining=3729 reset=00:35 UTC)
✅ GitHub GraphQL processing completed: 1030/1030 (total_cost=1021 avg_cost=1.00 remaining=3729 reset=00:35 UTC)
STATUS      PURL                                                                RELATION  LIFECYCLE
✅ ok        pkg:npm/rsvp@4.8.5                                                  direct    Legacy-Safe
✅ ok        pkg:npm/run-parallel@1.2.0                                          direct    Legacy-Safe
⚠️ caution  pkg:npm/rxjs@6.6.7                                                  direct    Stalled
⚠️ caution  pkg:npm/rxjs@7.8.0                                                  direct    Stalled
✅ ok        pkg:npm/safe-buffer@5.1.2                                           direct    Legacy-Safe
✅ ok        pkg:npm/safe-regex-test@1.0.0                                       direct    Active
✅ ok        pkg:npm/safe-regex@1.1.0                                            direct    Legacy-Safe
✅ ok        pkg:npm/safe-stable-stringify@2.4.2                                 direct    Active
✅ ok        pkg:npm/safer-buffer@2.1.2                                          direct    Legacy-Safe
🔴 replace   pkg:npm/samsam@1.1.2                                                direct    EOL-Confirmed
✅ ok        pkg:npm/sane@4.1.0                                                  direct    Legacy-Safe
✅ ok        pkg:npm/sanitize-filename@1.6.3                                     direct    Active
✅ ok        pkg:npm/sanitize-html@1.4.2                                         direct    Active
✅ ok        pkg:npm/sax@1.2.4                                                   direct    Active
🔴 replace   pkg:npm/saxes@5.0.1                                                 direct    EOL-Confirmed
✅ ok        pkg:npm/secure-compare@3.0.1                                        direct    Legacy-Safe
✅ ok        pkg:npm/seek-bzip@1.0.6                                             direct    Legacy-Safe
✅ ok        pkg:npm/semver@7.3.8                                                direct    Active
✅ ok        pkg:npm/send@0.18.0                                                 direct    Active
⚠️ caution  pkg:npm/sequelize-pool@7.1.0                                        direct    Stalled
✅ ok        pkg:npm/sequelize@6.28.0                                            direct    Active
✅ ok        pkg:npm/serialize-javascript@5.0.1                                  direct    Active
✅ ok        pkg:npm/serve-index@1.9.1                                           direct    Active
✅ ok        pkg:npm/serve-static@1.15.0                                         direct    Active
✅ ok        pkg:npm/set-blocking@2.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/set-value@2.0.1                                             direct    Legacy-Safe
✅ ok        pkg:npm/setimmediate@1.0.5                                          direct    Legacy-Safe
✅ ok        pkg:npm/setprototypeof@1.1.0                                        direct    Legacy-Safe
✅ ok        pkg:npm/setprototypeof@1.2.0                                        direct    Legacy-Safe
✅ ok        pkg:npm/shebang-command@1.2.0                                       direct    Legacy-Safe
✅ ok        pkg:npm/shebang-command@2.0.0                                       direct    Legacy-Safe
✅ ok        pkg:npm/shebang-regex@1.0.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/shebang-regex@3.0.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/shelljs@0.8.5                                               direct    Active
✅ ok        pkg:npm/shellwords@0.1.1                                            direct    Active
⚠️ caution  pkg:npm/side-channel@1.0.4                                          direct    Stalled
⚠️ caution  pkg:npm/signal-exit@3.0.7                                           direct    Stalled
✅ ok        pkg:npm/simple-concat@1.0.1                                         direct    Legacy-Safe
✅ ok        pkg:npm/simple-get@3.1.1                                            direct    Legacy-Safe
✅ ok        pkg:npm/simple-swizzle@0.2.2                                        direct    Active
✅ ok        pkg:npm/sinon-chai@3.7.0                                            direct    Active
✅ ok        pkg:npm/sinon@1.17.7                                                direct    Active
✅ ok        pkg:npm/sinon@11.1.2                                                direct    Active
✅ ok        pkg:npm/sisteransi@1.0.5                                            direct    Legacy-Safe
✅ ok        pkg:npm/slash@3.0.0                                                 direct    Legacy-Safe
✅ ok        pkg:npm/slice-ansi@3.0.0                                            direct    Active
✅ ok        pkg:npm/smart-buffer@4.2.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/snapdragon-node@2.1.1                                       direct    Legacy-Safe
✅ ok        pkg:npm/snapdragon-util@3.0.1                                       direct    Legacy-Safe
✅ ok        pkg:npm/snapdragon@0.8.2                                            direct    Legacy-Safe
✅ ok        pkg:npm/socket.io-adapter@2.1.0                                     direct    Active
✅ ok        pkg:npm/socket.io-client@3.1.3                                      direct    Active
✅ ok        pkg:npm/socket.io-parser@4.0.5                                      direct    Active
✅ ok        pkg:npm/socket.io@3.1.2                                             direct    Active
✅ ok        pkg:npm/socks-proxy-agent@6.2.1                                     direct    Active
✅ ok        pkg:npm/socks@2.7.1                                                 direct    Active
✅ ok        pkg:npm/sort-keys-length@1.0.1                                      direct    Legacy-Safe
✅ ok        pkg:npm/sort-keys@1.1.2                                             direct    Active
✅ ok        pkg:npm/sort-keys@2.0.0                                             direct    Active
🔴 replace   pkg:npm/source-map-resolve@0.5.3                                    direct    EOL-Confirmed
✅ ok        pkg:npm/source-map-support@0.5.21                                   direct    Legacy-Safe
🔴 replace   pkg:npm/source-map-url@0.4.1                                        direct    EOL-Confirmed
✅ ok        pkg:npm/source-map@0.5.7                                            direct    Active
✅ ok        pkg:npm/source-map@0.6.1                                            direct    Active
✅ ok        pkg:npm/source-map@0.7.4                                            direct    Active
⚠️ caution  pkg:npm/spawn-command@0.0.2-1                                       direct    Stalled
✅ ok        pkg:npm/spawn-wrap@2.0.0                                            direct    Active
⚠️ caution  pkg:npm/spdx-correct@3.1.1                                          direct    Stalled
✅ ok        pkg:npm/spdx-exceptions@2.3.0                                       direct    Legacy-Safe
✅ ok        pkg:npm/spdx-expression-parse@3.0.1                                 direct    Legacy-Safe
✅ ok        pkg:npm/spdx-license-ids@3.0.12                                     direct    Active
✅ ok        pkg:npm/split-string@3.1.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/sprintf-js@1.0.3                                            direct    Legacy-Safe
✅ ok        pkg:npm/sprintf-js@1.1.2                                            direct    Legacy-Safe
✅ ok        pkg:npm/sqlite3@5.1.4                                               direct    Active
✅ ok        pkg:npm/sshpk@1.17.0                                                direct    Legacy-Safe
✅ ok        pkg:npm/ssri@8.0.1                                                  direct    Active
✅ ok        pkg:npm/stack-trace@0.0.10                                          direct    Legacy-Safe
✅ ok        pkg:npm/stack-utils@2.0.6                                           direct    Legacy-Safe
✅ ok        pkg:npm/static-extend@0.1.2                                         direct    Legacy-Safe
✅ ok        pkg:npm/statuses@1.5.0                                              direct    Active
✅ ok        pkg:npm/statuses@2.0.1                                              direct    Active
⚠️ caution  pkg:npm/stop-iteration-iterator@1.0.0                               direct    Stalled
⚠️ caution  pkg:npm/stream-buffers@2.2.0                                        direct    Stalled
✅ ok        pkg:npm/streamsearch@1.1.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/strict-uri-encode@1.1.0                                     direct    Legacy-Safe
✅ ok        pkg:npm/string-length@4.0.2                                         direct    Active
✅ ok        pkg:npm/string-width@1.0.2                                          direct    Active
✅ ok        pkg:npm/string-width@2.1.1                                          direct    Active
✅ ok        pkg:npm/string-width@4.2.3                                          direct    Active
✅ ok        pkg:npm/string.fromcodepoint@0.2.1                                  direct    Legacy-Safe
⚠️ caution  pkg:npm/string.prototype.codepointat@0.2.1                          direct    Stalled
⚠️ caution  pkg:npm/string.prototype.trimend@1.0.6                              direct    Stalled
⚠️ caution  pkg:npm/string.prototype.trimstart@1.0.6                            direct    Stalled
⚠️ caution  pkg:npm/string_decoder@0.10.31                                      direct    Stalled
⚠️ caution  pkg:npm/string_decoder@1.1.1                                        direct    Stalled
✅ ok        pkg:npm/strip-ansi@4.0.0                                            direct    Active
✅ ok        pkg:npm/strip-ansi@6.0.1                                            direct    Active
✅ ok        pkg:npm/strip-bom@4.0.0                                             direct    Legacy-Safe
✅ ok        pkg:npm/strip-dirs@2.1.0                                            direct    Legacy-Safe
🔴 replace   pkg:npm/strip-eof@1.0.0                                             direct    EOL-Confirmed
⚠️ caution  pkg:npm/strip-final-newline@2.0.0                                   direct    Stalled
✅ ok        pkg:npm/strip-json-comments@3.1.1                                   direct    Active
✅ ok        pkg:npm/strip-outer@1.0.1                                           direct    Legacy-Safe
✅ ok        pkg:npm/strtok3@6.3.0                                               direct    Active
✅ ok        pkg:npm/supports-color@2.0.0                                        direct    Active
✅ ok        pkg:npm/supports-color@5.5.0                                        direct    Active
✅ ok        pkg:npm/supports-color@6.1.0                                        direct    Active
✅ ok        pkg:npm/supports-hyperlinks@2.3.0                                   direct    Active
✅ ok        pkg:npm/supports-preserve-symlinks-flag@1.0.0                       direct    Legacy-Safe
✅ ok        pkg:npm/svg-captcha@1.4.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/swagger-ui-dist@4.15.5                                      direct    Active
⚠️ caution  pkg:npm/swagger-ui-express@4.6.0                                    direct    Stalled
✅ ok        pkg:npm/symbol-tree@3.2.4                                           direct    Legacy-Safe
⚠️ caution  pkg:npm/table@6.8.1                                                 direct    Stalled
✅ ok        pkg:npm/tar-fs@2.1.1                                                direct    Active
✅ ok        pkg:npm/tar-stream@1.6.2                                            direct    Active
✅ ok        pkg:npm/tar-stream@2.2.0                                            direct    Active
✅ ok        pkg:npm/tar@4.4.19                                                  direct    Active
✅ ok        pkg:npm/tar@6.1.13                                                  direct    Active
✅ ok        pkg:npm/tdigest@0.1.2                                               direct    Legacy-Safe
✅ ok        pkg:npm/terminal-link@2.1.1                                         direct    Active
✅ ok        pkg:npm/test-exclude@6.0.0                                          direct    Active
✅ ok        pkg:npm/text-hex@1.0.0                                              direct    Legacy-Safe
🔍 review    pkg:npm/text-table@0.2.0                                            direct    Review Needed
✅ ok        pkg:npm/thirty-two@1.0.2                                            direct    Legacy-Safe
✅ ok        pkg:npm/throat@5.0.0                                                direct    Legacy-Safe
⚠️ caution  pkg:npm/throttleit@1.0.0                                            direct    Stalled
🔴 replace   pkg:npm/through@2.3.8                                               direct    EOL-Confirmed
✅ ok        pkg:npm/timed-out@4.0.1                                             direct    Active
✅ ok        pkg:npm/tiny-inflate@1.0.3                                          direct    Legacy-Safe
✅ ok        pkg:npm/tmp@0.2.1                                                   direct    Active
✅ ok        pkg:npm/tmpl@1.0.5                                                  direct    Legacy-Safe
✅ ok        pkg:npm/to-buffer@1.1.1                                             direct    Active
✅ ok        pkg:npm/to-fast-properties@2.0.0                                    direct    Legacy-Safe
✅ ok        pkg:npm/to-object-path@0.3.0                                        direct    Legacy-Safe
⚠️ caution  pkg:npm/to-regex-range@2.1.1                                        direct    Stalled
✅ ok        pkg:npm/to-regex@3.0.2                                              direct    Legacy-Safe
✅ ok        pkg:npm/toidentifier@1.0.1                                          direct    Legacy-Safe
⚠️ caution  pkg:npm/token-stream@1.0.0                                          direct    Stalled
✅ ok        pkg:npm/token-types@4.2.1                                           direct    Active
🔴 replace   pkg:npm/topo@3.0.3                                                  direct    EOL-Confirmed
✅ ok        pkg:npm/toposort-class@1.0.1                                        direct    Legacy-Safe
✅ ok        pkg:npm/tough-cookie@2.5.0                                          direct    Active
✅ ok        pkg:npm/tough-cookie@4.1.2                                          direct    Active
✅ ok        pkg:npm/tr46@0.0.3                                                  direct    Active
✅ ok        pkg:npm/tr46@2.1.0                                                  direct    Active
⚠️ caution  pkg:npm/traverse@0.3.9                                              direct    Stalled
✅ ok        pkg:npm/tree-kill@1.2.2                                             direct    Legacy-Safe
✅ ok        pkg:npm/trim-repeated@1.0.0                                         direct    Legacy-Safe
✅ ok        pkg:npm/triple-beam@1.3.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/truncate-utf8-bytes@1.0.2                                   direct    Legacy-Safe
✅ ok        pkg:npm/ts-jest@26.5.6                                              direct    Active
🔴 replace   pkg:npm/ts-node-dev@1.1.8                                           direct    EOL-Confirmed
✅ ok        pkg:npm/ts-node@10.9.1                                              direct    Legacy-Safe
✅ ok        pkg:npm/ts-node@9.1.1                                               direct    Legacy-Safe
✅ ok        pkg:npm/tsconfig-paths@3.14.1                                       direct    Active
✅ ok        pkg:npm/tsconfig@7.0.0                                              direct    Legacy-Safe
⚠️ caution  pkg:npm/tslib@2.5.0                                                 direct    Stalled
✅ ok        pkg:npm/tsutils@3.21.0                                              direct    Legacy-Safe
✅ ok        pkg:npm/tunnel-agent@0.6.0                                          direct    Legacy-Safe
⚠️ caution  pkg:npm/tweetnacl@0.14.5                                            direct    Stalled
✅ ok        pkg:npm/type-check@0.3.2                                            direct    Legacy-Safe
✅ ok        pkg:npm/type-check@0.4.0                                            direct    Legacy-Safe
✅ ok        pkg:npm/type-detect@4.0.8                                           direct    Legacy-Safe
✅ ok        pkg:npm/type-fest@0.20.2                                            direct    Active
✅ ok        pkg:npm/type-fest@0.21.3                                            direct    Active
✅ ok        pkg:npm/type-fest@0.6.0                                             direct    Active
⚠️ caution  pkg:npm/type-is@1.6.18                                              direct    Stalled
✅ ok        pkg:npm/typecast@0.0.1                                              direct    Legacy-Safe
⚠️ caution  pkg:npm/typed-array-length@1.0.4                                    direct    Stalled
✅ ok        pkg:npm/typedarray-to-buffer@3.1.5                                  direct    Legacy-Safe
✅ ok        pkg:npm/typedarray@0.0.6                                            direct    Legacy-Safe
✅ ok        pkg:npm/typescript@4.6.4                                            direct    Active
⚠️ caution  pkg:npm/uglify-js@3.17.4                                            direct    Stalled
⚠️ caution  pkg:npm/unbox-primitive@1.0.2                                       direct    Stalled
✅ ok        pkg:npm/unbzip2-stream@1.4.3                                        direct    Legacy-Safe
✅ ok        pkg:npm/unc-path-regex@0.1.2                                        direct    Legacy-Safe
⚠️ caution  pkg:npm/underscore.string@3.3.6                                     direct    Stalled
✅ ok        pkg:npm/unicode-properties@1.4.1                                    direct    Legacy-Safe
✅ ok        pkg:npm/unicode-trie@2.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/union-value@1.0.1                                           direct    Legacy-Safe
✅ ok        pkg:npm/union@0.5.0                                                 direct    Legacy-Safe
✅ ok        pkg:npm/unique-filename@1.1.1                                       direct    Active
✅ ok        pkg:npm/unique-slug@2.0.2                                           direct    Active
✅ ok        pkg:npm/unit-compare@1.0.1                                          direct    Legacy-Safe
✅ ok        pkg:npm/universalify@0.2.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/universalify@2.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/unpipe@1.0.0                                                direct    Legacy-Safe
✅ ok        pkg:npm/unset-value@1.0.0                                           direct    Legacy-Safe
✅ ok        pkg:npm/untildify@2.1.0                                             direct    Active
✅ ok        pkg:npm/untildify@4.0.0                                             direct    Active
⚠️ caution  pkg:npm/unzipper@0.9.15                                             direct    Stalled
✅ ok        pkg:npm/update-browserslist-db@1.0.10                               direct    Active
✅ ok        pkg:npm/uri-js@4.4.1                                                direct    Legacy-Safe
🔴 replace   pkg:npm/urix@0.1.0                                                  direct    EOL-Confirmed
✅ ok        pkg:npm/url-join@2.0.5                                              direct    Legacy-Safe
✅ ok        pkg:npm/url-parse-lax@3.0.0                                         direct    Active
✅ ok        pkg:npm/url-parse@1.5.10                                            direct    Legacy-Safe
✅ ok        pkg:npm/url-to-options@1.0.1                                        direct    Legacy-Safe
✅ ok        pkg:npm/use@3.1.1                                                   direct    Legacy-Safe
⚠️ caution  pkg:npm/utf8-byte-length@1.0.4                                      direct    Stalled
✅ ok        pkg:npm/util-deprecate@1.0.2                                        direct    Legacy-Safe
✅ ok        pkg:npm/util@0.12.5                                                 direct    Legacy-Safe
✅ ok        pkg:npm/utils-merge@1.0.1                                           direct    Legacy-Safe
✅ ok        pkg:npm/uuid@3.4.0                                                  direct    Active
✅ ok        pkg:npm/uuid@8.3.2                                                  direct    Active
✅ ok        pkg:npm/v8-compile-cache-lib@3.0.1                                  direct    Legacy-Safe
✅ ok        pkg:npm/v8-compile-cache@2.3.0                                      direct    Legacy-Safe
⚠️ caution  pkg:npm/v8-to-istanbul@7.1.2                                        direct    Stalled
✅ ok        pkg:npm/v8flags@3.2.0                                               direct    Legacy-Safe
✅ ok        pkg:npm/validate-npm-package-license@3.0.4                          direct    Legacy-Safe
✅ ok        pkg:npm/validate@4.5.1                                              direct    Legacy-Safe
✅ ok        pkg:npm/validator@13.9.0                                            direct    Active
✅ ok        pkg:npm/vary@1.1.2                                                  direct    Active
✅ ok        pkg:npm/verror@1.10.0                                               direct    Legacy-Safe
✅ ok        pkg:npm/vm2@3.9.11                                                  direct    Active
✅ ok        pkg:npm/void-elements@3.1.0                                         direct    Legacy-Safe
🔴 replace   pkg:npm/w3c-hr-time@1.0.2                                           direct    EOL-Confirmed
✅ ok        pkg:npm/w3c-xmlserializer@2.0.0                                     direct    Legacy-Safe
✅ ok        pkg:npm/walk@2.3.15                                                 direct    Legacy-Safe
✅ ok        pkg:npm/walkdir@0.0.11                                              direct    Legacy-Safe
✅ ok        pkg:npm/walker@1.0.8                                                direct    Legacy-Safe
✅ ok        pkg:npm/webidl-conversions@3.0.1                                    direct    Active
✅ ok        pkg:npm/webidl-conversions@5.0.0                                    direct    Active
✅ ok        pkg:npm/webidl-conversions@6.1.0                                    direct    Active
🔴 replace   pkg:npm/whatwg-encoding@1.0.5                                       direct    EOL-Confirmed
✅ ok        pkg:npm/whatwg-mimetype@2.3.0                                       direct    Active
✅ ok        pkg:npm/whatwg-url@5.0.0                                            direct    Active
✅ ok        pkg:npm/whatwg-url@8.7.0                                            direct    Active
✅ ok        pkg:npm/which-boxed-primitive@1.0.2                                 direct    Active
✅ ok        pkg:npm/which-collection@1.0.1                                      direct    Active
✅ ok        pkg:npm/which-module@2.0.0                                          direct    Legacy-Safe
✅ ok        pkg:npm/which-pm-runs@1.1.0                                         direct    Active
✅ ok        pkg:npm/which-typed-array@1.1.9                                     direct    Active
✅ ok        pkg:npm/which@2.0.2                                                 direct    Active
✅ ok        pkg:npm/wide-align@1.1.3                                            direct    Legacy-Safe
✅ ok        pkg:npm/wide-align@1.1.5                                            direct    Legacy-Safe
⚠️ caution  pkg:npm/winston-transport@4.5.0                                     direct    Stalled
✅ ok        pkg:npm/winston@3.8.2                                               direct    Active
⚠️ caution  pkg:npm/with@7.0.2                                                  direct    Stalled
✅ ok        pkg:npm/wkx@0.5.0                                                   direct    Legacy-Safe
✅ ok        pkg:npm/word-wrap@1.2.3                                             direct    Legacy-Safe
🔍 review    pkg:npm/wordwrap@0.0.3                                              direct    Review Needed
🔍 review    pkg:npm/wordwrap@1.0.0                                              direct    Review Needed
✅ ok        pkg:npm/workerpool@6.1.0                                            direct    Active
✅ ok        pkg:npm/wrap-ansi@5.1.0                                             direct    Active
✅ ok        pkg:npm/wrap-ansi@7.0.0                                             direct    Active
✅ ok        pkg:npm/wrappy@1.0.2                                                direct    Legacy-Safe
✅ ok        pkg:npm/write-file-atomic@3.0.3                                     direct    Active
✅ ok        pkg:npm/ws@7.4.6                                                    direct    Active
✅ ok        pkg:npm/xml-name-validator@3.0.0                                    direct    Legacy-Safe
🔴 replace   pkg:npm/xmlchars@2.2.0                                              direct    EOL-Confirmed
✅ ok        pkg:npm/xmlhttprequest-ssl@1.6.3                                    direct    Active
🔴 replace   pkg:npm/xtend@4.0.2                                                 direct    EOL-Confirmed
✅ ok        pkg:npm/y18n@4.0.3                                                  direct    Legacy-Safe
✅ ok        pkg:npm/y18n@5.0.8                                                  direct    Legacy-Safe
⚠️ caution  pkg:npm/yallist@3.1.1                                               direct    Stalled
✅ ok        pkg:npm/yaml-schema-validator@1.2.3                                 direct    Legacy-Safe
✅ ok        pkg:npm/yargs-parser@13.1.2                                         direct    Active
✅ ok        pkg:npm/yargs-parser@20.2.4                                         direct    Active
✅ ok        pkg:npm/yargs-unparser@2.0.0                                        direct    Legacy-Safe
✅ ok        pkg:npm/yargs@13.3.2                                                direct    Active
✅ ok        pkg:npm/yargs@16.2.0                                                direct    Active
✅ ok        pkg:npm/yauzl@2.10.0                                                direct    Active
✅ ok        pkg:npm/yeast@0.1.2                                                 direct    Legacy-Safe
✅ ok        pkg:npm/yn@3.1.1                                                    direct    Active
✅ ok        pkg:npm/yocto-queue@0.1.0                                           direct    Active
✅ ok        pkg:npm/z85@0.0.2                                                   direct    Legacy-Safe
⚠️ caution  pkg:npm/zip-stream@1.2.0                                            direct    Stalled
✅ ok        pkg:npm/zlibjs@0.3.1                                                direct    Legacy-Safe

── Summary ─────────────────────────────────────────────────
│ 1555 dependencies | ✅ 1186 ok | ⚠️ 258 caution | 🔴 96 replace | 🔍 15 review
└───────────────────────────────────────────────────────────
